"id","ownerId","ownerIsVerified","ownerProfilePicUrl","ownerUsername","position","postId","shortCode","text","timestamp"
"17986628374504199","45606746324","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/275573612_298234278915267_7563547166340974578_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3uCkUeuw9JwAX9IJtFV&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT89fx4eHCOP-ItgUhDvCbT5oafq_RnFpEaS-KXhQm7Mrw&oe=62C17CB2&_nc_sid=83d603","ajibrontosaurus","1","Cd40vc6gnSj","Cd40vc6gnSj","Nanya.kalo investasi kita naro duit terus duitnya bertambah banyak itu termasuk riba gak ya?","2022-06-21T05:59:06.000Z"
"18238490515111032","2048022099","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/67180155_2127792714180805_1936474559037308928_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=6ylIhWem0-QAX9hPGZQ&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT9ePvM8wMudeixBcScw_mhdWQo8OQ-jwzimUyHcKtImWQ&oe=62C28FE6&_nc_sid=83d603","didi_ynwa","2","Cd40vc6gnSj","Cd40vc6gnSj","pertahun brp persen yah?","2022-06-18T14:19:54.000Z"
"17922644345511821","11222799061","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/289437974_136836515636223_6682342128009889396_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=0FnmbuS7rJMAX-_bopM&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT8tddnoz58gw2p3B6y0OPvtUcepnz4czVQbDnGxO4rw_A&oe=62C19B09&_nc_sid=83d603","thatnebraskaguy","3","Cd40vc6gnSj","Cd40vc6gnSj","Foya” 🥴","2022-06-18T11:30:45.000Z"
"17861422679716916","40523755014","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/275320644_1310306502772254_1256801464810804762_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Z1ogSGtVdsUAX-In-fi&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT80tmIKMu31JbV0HVxX1_45p5Pr_oD8YWkzIPIxOrE9zw&oe=62C22665&_nc_sid=83d603","widhaprabowo98","4","Cd40vc6gnSj","Cd40vc6gnSj","Investasi uang ke negara? Kan dikantong ada 11.000T 👏","2022-06-18T09:58:24.000Z"
"17928797858350015","3628199999","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/15623624_167032670443168_4316735422911741952_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=TXecpaaBDecAX_IezEI&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT9pto0aBHtC-wyZex2LM4sQ3AMdm08MICg9ddXIrufU1Q&oe=62C26044&_nc_sid=83d603","sripurnamabukit","5","Cd40vc6gnSj","Cd40vc6gnSj","Ini ni bi ud @raabuu98 ..ttg gaji pertama ni 😍😍","2022-06-14T08:02:35.000Z"
"18213793354146587","5777251189","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/289287518_2313637042110997_5867851357956774522_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=tmbJjFcPSL0AX8IanH4&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT9ne2KbMD8sf5c3vvMMHHFG9V1fKO5I8U37eGJUQxD9Vg&oe=62C266CE&_nc_sid=83d603","sumarnii_mhd","6","Cd40vc6gnSj","Cd40vc6gnSj","Belajar publik speaking disini @elmii15","2022-06-12T08:43:41.000Z"
"17969179039616352","8073438103","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/238628370_1105826063156982_2781156120444333189_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=KaSeHGf37HUAX9p8nMG&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT-pDMYlBm2aUPNmyKCYp-4o7zTBDdiumdfwNSHTKSULDg&oe=62C19C8C&_nc_sid=83d603","howmanyreal","7","Cd40vc6gnSj","Cd40vc6gnSj","bisa aja @dwihandaanda","2022-06-01T11:00:59.000Z"
"18299395288034876","4086656236","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/287111025_7569594179778846_8631475449803417854_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=dR-vZXuzo5cAX-eH2cx&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT__MST_Y83cneCLaCAymsUBDop5CykJb2I2pbWsgRfOAQ&oe=62C24774&_nc_sid=83d603","indrakusumad_","8","Cd40vc6gnSj","Cd40vc6gnSj","kak vin. tukeran otak bentar yuk buat wawancara interview hrd sama user😭","2022-06-01T05:38:35.000Z"
"17915719769358890","5742624255","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/263796668_1144709402728961_5014107299384798817_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=mlHCTJw86xIAX8JIEWV&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT9BWC3rUYNgcd657V6edgbH8cKUI1FzVNINouakKhgC3Q&oe=62C09E7E&_nc_sid=83d603","rdpdwp","9","Cd40vc6gnSj","Cd40vc6gnSj","Investasi di Binomo aja 😂😂😂😂","2022-06-01T00:09:59.000Z"
"17950873852807937","7090059134","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/120973712_367228917985469_6509369219283091676_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=2WBJv_KhGyUAX-ObY_K&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT9sHxxFLwlvhHCECL_XxkGY4ZXFk6VvKIoRM5i4nvQBkw&oe=62C0BED7&_nc_sid=83d603","minarsih_akuntan","10","Cd40vc6gnSj","Cd40vc6gnSj","Di bibir juga bisa tapi mesti pake tabungan BCA di @koinworks juga gitu nggak?","2022-05-31T10:26:59.000Z"
"17946806083975504","53623832194","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/285298157_700770017899360_4822785407908660911_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ubmL5A_EdmIAX9fwTR9&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT-Oj7_aaCDMhKP3ZCavMxmlRiqQ0maPY09ybpD-svncBQ&oe=62C13B3A&_nc_sid=83d603","bacotumr","11","Cd40vc6gnSj","Cd40vc6gnSj","halah","2022-05-31T08:15:26.000Z"
"17946261166987017","4716347639","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/279920438_557284469432073_8931048281991333451_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=KOJr2LOQKMIAX_GCBl6&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT_zlx5lCxgl19Sr_d9c4EDD-PJ2lOUjBSziP5fQBW8eEQ&oe=62C19990&_nc_sid=83d603","l.zainul_h","12","Cd40vc6gnSj","Cd40vc6gnSj","@i.am.fauzi gimana pendapatmu kakazi?","2022-05-30T17:33:42.000Z"
"17972001553536545","497947115","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/165487775_478541289966329_6531041666889196672_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AjgryloU8kAAX8Mk7B_&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT_2oItPhnrJ1glwBuha-K6f639OQFmNkf7qPdRq0JtRaQ&oe=62C1D413&_nc_sid=83d603","rikobisma","13","Cd40vc6gnSj","Cd40vc6gnSj","@virginiamajestica kayak mirip","2022-05-29T09:52:41.000Z"
"17926263851348797","1394662844","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/285982311_567514818275561_5022639212041404101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=HfqAYCm6M-kAX8uyW6M&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT-D12DxUneHmhxCxGUgBOQ263PY55VelNU_0ApuH18K2Q&oe=62C1ACFF&_nc_sid=83d603","rzhndraaa","14","Cd40vc6gnSj","Cd40vc6gnSj","tergantung kebutuhan","2022-05-29T05:01:57.000Z"
"17905996286565430","50069608205","false","https://instagram.ftxl2-1.fna.fbcdn.net/v/t51.2885-19/277855445_1206001956891319_7625920148248605016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.ftxl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=_CEfmSMe2fUAX9vYDtY&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AT8iDcDYVgN7amSIaa9PcchxpJErnhq4nTqkJVcUCss1ow&oe=62C1003F&_nc_sid=83d603","faaa.kp","15","Cd40vc6gnSj","Cd40vc6gnSj","Kaa, tlg buatin kata2 yg pas utk deskripsi pengalaman kerja ini dong..1. Input output data barang gudang
2. Mengatur jatuh tempo utang piutang
3. Mengatur kebutuhan sparepart barang gudang
4. Mengecek persediaan stok bahan dan barang
5. Mengatur proses pengerjaan dari bahan mentah sampai jadi barang jadi","2022-05-27T08:36:07.000Z"
